200	  -3270.96894775
220	  -2106.70749753
240	  -1484.85144095
260	  -1116.00086747
280	   -879.05391702
300	   -717.12280126
320	   -600.91679873
340	   -514.19244397
360	   -447.37474950
380	   -394.52489057
400	   -351.79775278
450	   -274.20008048
500	   -222.24029291
600	   -157.43834793
