200      -1155.31821591
220       -772.62233332
240       -563.85573947
260       -436.83796574
280       -352.97690073
300       -294.05467853
320       -250.61268211
340       -217.34790267
360       -191.09404219
380       -169.85923824
400       -152.33435126
450       -119.52051806
500        -96.68377450
600        -66.98763578
