200	   -809.27468441
220	   -577.68265311
240	   -441.06507982
260	   -352.69100249
280	   -291.46064852
300	   -246.76351163
320	   -212.78803960
340	   -186.12396022
360	   -164.65384662
380	   -146.99995058
400	   -132.22988480
450	   -104.07504811
500	    -84.09346921
600	    -57.64411655
