3b Energies: 
0.004721719365 kJ/mol 
-0.003293314035 kJ/mol 
-0.00409398594 kJ/mol 
-0.000278530725 kJ/mol 
-0.00137020488 kJ/mol 
-3.0763095e-05 kJ/mol 
0.03010459848 kJ/mol 
-0.000526298355 kJ/mol 
-0.000868849575 kJ/mol 
0.002270648985 kJ/mol 
-0.003452949555 kJ/mol 
6.152619e-05 kJ/mol 
-0.00131699304 kJ/mol 
0.00724512459 kJ/mol 
-0.00339890628 kJ/mol 
-0.00166952148 kJ/mol 
-0.00111578577 kJ/mol 
-0.002613200205 kJ/mol 
0.000466435035 kJ/mol 
0.01750835823 kJ/mol 
-0.277251146535 kJ/mol 
-0.010402083285 kJ/mol 
-0.095253350775 kJ/mol 
-0.008009213355 kJ/mol 
0.24378173061 kJ/mol 
-0.025236546555 kJ/mol 
-0.05915493738 kJ/mol 
-0.132127493025 kJ/mol 
0.00613100169 kJ/mol 
-0.035341807545 kJ/mol 
-0.012740078505 kJ/mol 
0.04333106646 kJ/mol 
-0.01260122886 kJ/mol 
-0.00820626345 kJ/mol 
0.01124432694 kJ/mol 
-0.00710211777 kJ/mol 
-0.018448711215 kJ/mol 
-0.003823769565 kJ/mol 
0.047003514855 kJ/mol 
-0.00266391774 kJ/mol 
-0.014755476945 kJ/mol 
0.0205697019 kJ/mol 
-0.013277185515 kJ/mol 
-0.00058366737 kJ/mol 
0.0034088835 kJ/mol 
-0.00368325705 kJ/mol 
-0.00049719813 kJ/mol 
-0.00189899754 kJ/mol 
-0.001244658195 kJ/mol 
0.00492708381 kJ/mol 
0.00324758511 kJ/mol 
0.012217937325 kJ/mol 
0.001512380265 kJ/mol 
-0.009484179045 kJ/mol 
0.032777662005 kJ/mol 
0.00827444112 kJ/mol 
-0.001632106905 kJ/mol 
-0.00265726626 kJ/mol 
0.012357618405 kJ/mol 
0.00138350784 kJ/mol 
0.00445482873 kJ/mol 
-0.04371851517 kJ/mol 
-0.007628416125 kJ/mol 
-0.019364952585 kJ/mol 
0.022905202815 kJ/mol 
0.40390779726 kJ/mol 
-0.00487553484 kJ/mol 
-0.0142341672 kJ/mol 
0.031690145025 kJ/mol 
-0.00317109309 kJ/mol 
-0.00582337074 kJ/mol 
0.016213813935 kJ/mol 
0.00014799543 kJ/mol 
0.06976903659 kJ/mol 
0.07944693999 kJ/mol 
-0.05073250083 kJ/mol 
0.857406535095 kJ/mol 
0.00471589932 kJ/mol 
-0.037348891635 kJ/mol 
0.01455842685 kJ/mol 
-0.004402448325 kJ/mol 
0.14123420058 kJ/mol 
0.0251259657 kJ/mol 
0.006883450365 kJ/mol 
-0.007438848945 kJ/mol 
0.02191163799 kJ/mol 
-0.032792627835 kJ/mol 
-0.001667027175 kJ/mol 
-0.010320602655 kJ/mol 
-0.001683655875 kJ/mol 
0.00139015932 kJ/mol 
0.0118728918 kJ/mol 
-2.494305e-05 kJ/mol 
0.003200193315 kJ/mol 
-0.007508689485 kJ/mol 
-0.084466313085 kJ/mol 
-0.001056753885 kJ/mol 
0.09648969462 kJ/mol 
0.01067229966 kJ/mol 
0.004575386805 kJ/mol 
0.039465725145 kJ/mol 
0.007242630285 kJ/mol 
0.006672265875 kJ/mol 
0.348270661365 kJ/mol 
0.00197382669 kJ/mol 
0.02931140949 kJ/mol 
0.00282022752 kJ/mol 
0.00024277902 kJ/mol 
0.00999717444 kJ/mol 
-0.039853173855 kJ/mol 
0.003268370985 kJ/mol 
0.00226482894 kJ/mol 
0.11953208421 kJ/mol 
0.029533402635 kJ/mol 
0.006589122375 kJ/mol 
0.00013136673 kJ/mol 
0.052429459665 kJ/mol 
0.00130867869 kJ/mol 
0.007316628 kJ/mol 
-0.00302974914 kJ/mol 
0.00270050088 kJ/mol 
0.002014567005 kJ/mol 
-0.00119892927 kJ/mol 
0.000152152605 kJ/mol 
0.48227886036 kJ/mol 
-0.02953589694 kJ/mol 
0.028700304765 kJ/mol 
-0.13715850621 kJ/mol 
-0.038153720715 kJ/mol 
0.05687181687 kJ/mol 
-0.00540931611 kJ/mol 
0.00258742572 kJ/mol 
0.006720489105 kJ/mol 
-0.00285182205 kJ/mol 
-0.00019455579 kJ/mol 
0.003306616995 kJ/mol 
0.004769942595 kJ/mol 
0.01038794889 kJ/mol 
0.002249031675 kJ/mol 
-0.05637295587 kJ/mol 
0.04903637343 kJ/mol 
-0.00202537566 kJ/mol 
0.008679349965 kJ/mol 
0.355783508025 kJ/mol 
0.00646191282 kJ/mol 
0.014264930295 kJ/mol 
-0.003294976905 kJ/mol 
0.02849327745 kJ/mol 
0.00901109253 kJ/mol 
0.11040957939 kJ/mol 
-0.006910056285 kJ/mol 
0.038285087445 kJ/mol 
0.025830191145 kJ/mol 
0.014253290205 kJ/mol 
-0.002180854005 kJ/mol 
-0.253788050835 kJ/mol 
0.00513993117 kJ/mol 
-0.0282022752 kJ/mol 
0.07673812476 kJ/mol 
0.003025591965 kJ/mol 
-0.10935698268 kJ/mol 
0.02626835739 kJ/mol 
0.006091924245 kJ/mol 
0.036036887205 kJ/mol 
0.001143223125 kJ/mol 
-0.008441559555 kJ/mol 
0.027549598725 kJ/mol 
0.02015897301 kJ/mol 
-0.000564544365 kJ/mol 
0.04360544001 kJ/mol 
0.01680662709 kJ/mol 
0.00502353027 kJ/mol 
0.007651696305 kJ/mol 
-0.022309895355 kJ/mol 
0.00165954426 kJ/mol 
0.092602735995 kJ/mol 
-0.00040407741 kJ/mol 
-0.00435339366 kJ/mol 
0.01142059116 kJ/mol 
-0.002348803875 kJ/mol 
0.00456125241 kJ/mol 
-0.005223906105 kJ/mol 
-0.011336616225 kJ/mol 
0.00516487422 kJ/mol 
0.007194407055 kJ/mol 
-0.00438831393 kJ/mol 
0.011133746085 kJ/mol 
0.00824450946 kJ/mol 
0.00065184504 kJ/mol 
0.004858074705 kJ/mol 
-0.01197765261 kJ/mol 
0.001898166105 kJ/mol 
-0.030950167875 kJ/mol 
0.00021451023 kJ/mol 
6.7346235e-05 kJ/mol 
0.001080034065 kJ/mol 
0.00810482838 kJ/mol 
0.002244043065 kJ/mol 
0.037704745815 kJ/mol 
0.00291833685 kJ/mol 
0.00951494214 kJ/mol 
0.00094949877 kJ/mol 
0.00019788153 kJ/mol 
0.00570863271 kJ/mol 
0.008686001445 kJ/mol 
-0.00010309794 kJ/mol 
-0.00091956711 kJ/mol 
4.0740315e-05 kJ/mol 
-0.001006867785 kJ/mol 
-0.006708849015 kJ/mol 
-0.00264063756 kJ/mol 
0.006464407125 kJ/mol 
-0.001178143395 kJ/mol 
-0.00430350756 kJ/mol 
-0.000373314315 kJ/mol 
-0.00364002243 kJ/mol 
-0.002887573755 kJ/mol 
-0.001730216235 kJ/mol 
-0.00321432771 kJ/mol 
-0.000948667335 kJ/mol 
-0.001690307355 kJ/mol 
0.01159851825 kJ/mol 
0.006778689555 kJ/mol 
-0.006778689555 kJ/mol 
0.06060662289 kJ/mol 
-0.01205747037 kJ/mol 
0.009058484325 kJ/mol 
0.022173540015 kJ/mol 
0.00214343943 kJ/mol 
-0.01748008944 kJ/mol 
0.01894341504 kJ/mol 
-0.002220762885 kJ/mol 
-0.012214611585 kJ/mol 
-0.00145999986 kJ/mol 
-0.002328849435 kJ/mol 
0.00935364375 kJ/mol 
-0.003597619245 kJ/mol 
0.271254837315 kJ/mol 
-0.00179756247 kJ/mol 
0.005922311505 kJ/mol 
0.01380514674 kJ/mol 
-0.000253587675 kJ/mol 
0.000484726605 kJ/mol 
0.009184862445 kJ/mol 
0.001793405295 kJ/mol 
0.047720211825 kJ/mol 
6.0694755e-05 kJ/mol 
-9.644646e-05 kJ/mol 
0.016516456275 kJ/mol 
0.017986433355 kJ/mol 
0.034513698285 kJ/mol 
-0.002613200205 kJ/mol 
0.00758767581 kJ/mol 
0.00538603593 kJ/mol 
0.002639806125 kJ/mol 
-0.02096047635 kJ/mol 
0.003650831085 kJ/mol 
-0.003461263905 kJ/mol 
0.000250261935 kJ/mol 
0.00181751691 kJ/mol 
-0.00646523856 kJ/mol 
-0.001494088695 kJ/mol 
-0.010583336115 kJ/mol 
-0.005932288725 kJ/mol 
0.000423200415 kJ/mol 
0.00537605871 kJ/mol 
0.00241947585 kJ/mol 
-0.00011473803 kJ/mol 
0.00055040997 kJ/mol 
0.01803216228 kJ/mol 
0.00021118449 kJ/mol 
-0.00457455537 kJ/mol 
0.000745797195 kJ/mol 
-0.007694930925 kJ/mol 
0.003639190995 kJ/mol 
0.015202788975 kJ/mol 
-0.0178592238 kJ/mol 
-0.026902742295 kJ/mol 
0.0167118435 kJ/mol 
0.01139564811 kJ/mol 
0.005022698835 kJ/mol 
-0.014264930295 kJ/mol 
0.002643131865 kJ/mol 
-0.02243045343 kJ/mol 
0.00166619574 kJ/mol 
-0.035099028525 kJ/mol 
-2.494305e-05 kJ/mol 
0.00047558082 kJ/mol 
-1.330296e-05 kJ/mol 
0.000153815475 kJ/mol 
-0.0039410019 kJ/mol 
0.00087466962 kJ/mol 
-0.007038097275 kJ/mol 
-0.00321432771 kJ/mol 
0.014331445095 kJ/mol 
0.008461513995 kJ/mol 
0.011715750585 kJ/mol 
0.000626070555 kJ/mol 
-0.02294261739 kJ/mol 
-0.00630394017 kJ/mol 
-0.00959642277 kJ/mol 
0.00094284729 kJ/mol 
0.01154364354 kJ/mol 
0.01774448577 kJ/mol 
0.0005820045 kJ/mol 
-0.0034088835 kJ/mol 
-0.00173769915 kJ/mol 
-0.00670801758 kJ/mol 
-0.012387550065 kJ/mol 
-0.004543792275 kJ/mol 
0.03113890362 kJ/mol 
-0.01232020383 kJ/mol 
0.00139015932 kJ/mol 
-0.04709580414 kJ/mol 
0.000399920235 kJ/mol 
0.003995045175 kJ/mol 
-0.014973312915 kJ/mol 
0.00488384919 kJ/mol 
0.03020769642 kJ/mol 
0.00016296126 kJ/mol 
-0.003737300325 kJ/mol 
0.000308462385 kJ/mol 
0.00212348499 kJ/mol 
0.018859440105 kJ/mol 
0.00123218667 kJ/mol 
0.006996525525 kJ/mol 
0.000198712965 kJ/mol 
0.353961002505 kJ/mol 
0.126398905875 kJ/mol 
0.01449523779 kJ/mol 
-0.004297687515 kJ/mol 
-0.030544427595 kJ/mol 
-0.00631724313 kJ/mol 
-0.00463441869 kJ/mol 
-0.004555432365 kJ/mol 
-0.021456843045 kJ/mol 
0.135621182895 kJ/mol 
-0.00143505681 kJ/mol 
0.000785706075 kJ/mol 
0.005917322895 kJ/mol 
0.01430234487 kJ/mol 
-0.010257413595 kJ/mol 
-0.016892264895 kJ/mol 
-0.026363972415 kJ/mol 
0.08723748594 kJ/mol 
-0.00290503389 kJ/mol 
0.017201558715 kJ/mol 
0.00020120727 kJ/mol 
0.06735454935 kJ/mol 
0.008903837415 kJ/mol 
-0.010466935215 kJ/mol 
-0.002875933665 kJ/mol 
-0.016669440315 kJ/mol 
0.832727881425 kJ/mol 
-0.008448211035 kJ/mol 
0.0009145785 kJ/mol 
-0.008719258845 kJ/mol 
-0.002907528195 kJ/mol 
0.0362671947 kJ/mol 
0.00166952148 kJ/mol 
-0.008423267985 kJ/mol 
-0.00869015862 kJ/mol 
-0.009673746225 kJ/mol 
-0.00227148042 kJ/mol 
0.024340259625 kJ/mol 
-0.00786870084 kJ/mol 
0.001299532905 kJ/mol 
0.00391772172 kJ/mol 
-0.003339874395 kJ/mol 
-0.00486722049 kJ/mol 
0.0945507882 kJ/mol 
6.817767e-05 kJ/mol 
-0.000170444175 kJ/mol 
9.478359e-05 kJ/mol 
-0.000311788125 kJ/mol 
0.003940170465 kJ/mol 
-0.002689692225 kJ/mol 
-0.00199045539 kJ/mol 
-0.00892794903 kJ/mol 
-0.00237624123 kJ/mol 
-0.00036749427 kJ/mol 
-0.0026772207 kJ/mol 
-0.002521742355 kJ/mol 
-0.00213512508 kJ/mol 
-0.004069874325 kJ/mol 
-0.02540532786 kJ/mol 
0.008805728085 kJ/mol 
-0.056371293 kJ/mol 
0.000213678795 kJ/mol 
0.00195220938 kJ/mol 
0.002786138685 kJ/mol 
-0.07056721419 kJ/mol 
