200       -508.00670886
220       -381.01087163
240       -297.65975570
260       -239.57198476
280       -197.16883091
300       -165.05945413
320       -140.01602259
340       -120.00513165
320       -140.01602259
380        -90.16205911
400        -78.78091052
450        -56.98881305
500        -41.51082391
600        -21.13945515
700         -8.45472448
800          0.12185704
900          6.25831558
1000         10.83328953
1100         14.35212855
1200         17.12540920
