200	  -1069.39162009
220	   -859.28252039
240	   -710.55929522
260	   -600.20025001
280	   -515.26016037
300	   -447.96070026
320	   -393.37157185
340	   -348.22758261
360	   -310.28577352
380	   -277.95707010
400	   -250.08555712
450	   -194.75707797
500	   -153.62560583
600	    -96.56253903
700	    -58.84972704
