CCSD(T) 3b energies
dV_123 = 0.0359 kelvin
dV_123 = 0.0117 kelvin
dV_123 = 0.0033 kelvin
dV_123 = 0.0001 kelvin
dV_123 = -0.0006 kelvin
dV_123 = -69.6758 kelvin
dV_123 = -22.0838 kelvin
dV_123 = -6.7886 kelvin
dV_123 = -2.4299 kelvin
dV_123 = -1.0252 kelvin
dV_123 = -0.4844 kelvin
dV_123 = -0.2476 kelvin
dV_123 = -0.1343 kelvin
dV_123 = -0.0456 kelvin
dV_123 = 208.5499 kelvin
dV_123 = 44.6235 kelvin
dV_123 = 14.9431 kelvin
dV_123 = 6.1609 kelvin
dV_123 = 2.5056 kelvin
dV_123 = 1.0475 kelvin
dV_123 = 0.4672 kelvin
dV_123 = 0.2236 kelvin
dV_123 = 0.1144 kelvin
dV_123 = 0.0618 kelvin
dV_123 = 0.0203 kelvin
dV_123 = -9.0346 kelvin
dV_123 = -0.8934 kelvin
dV_123 = 0.8006 kelvin
dV_123 = 0.7659 kelvin
dV_123 = 0.5005 kelvin
dV_123 = 0.3003 kelvin
dV_123 = 0.1776 kelvin
dV_123 = 0.1059 kelvin
dV_123 = 0.0399 kelvin
dV_123 = -307.4197 kelvin
dV_123 = 124.8603 kelvin
dV_123 = 45.11 kelvin
dV_123 = 13.8604 kelvin
dV_123 = 4.4923 kelvin
dV_123 = 1.5721 kelvin
dV_123 = 0.5922 kelvin
dV_123 = 0.2388 kelvin
dV_123 = 0.102 kelvin
dV_123 = 0.0458 kelvin
dV_123 = 0.0102 kelvin
dV_123 = -6944.8573 kelvin
dV_123 = -437.2169 kelvin
dV_123 = -3.1748 kelvin
dV_123 = 6.4575 kelvin
dV_123 = 2.1004 kelvin
dV_123 = 0.4955 kelvin
dV_123 = 0.0507 kelvin
dV_123 = -0.0504 kelvin
dV_123 = -0.0587 kelvin
dV_123 = -0.0467 kelvin
dV_123 = -0.0237 kelvin
dV_123 = -101.7438 kelvin
dV_123 = -21.4946 kelvin
dV_123 = -4.8722 kelvin
dV_123 = -1.1327 kelvin
dV_123 = -0.2712 kelvin
dV_123 = -0.0557 kelvin
dV_123 = 0.0008 kelvin
dV_123 = 0.0137 kelvin
dV_123 = 0.0115 kelvin
dV_123 = 720.5959 kelvin
dV_123 = 109.025 kelvin
dV_123 = 17.6945 kelvin
dV_123 = 3.0878 kelvin
dV_123 = 0.6112 kelvin
dV_123 = 0.1138 kelvin
dV_123 = -0.0028 kelvin
dV_123 = -0.0293 kelvin
dV_123 = -0.0257 kelvin
dV_123 = 1238.138 kelvin
dV_123 = 171.542 kelvin
dV_123 = 43.4748 kelvin
dV_123 = 15.5906 kelvin
dV_123 = 6.2434 kelvin
dV_123 = 2.6818 kelvin
dV_123 = 1.2364 kelvin
dV_123 = 0.6087 kelvin
dV_123 = 0.3173 kelvin
dV_123 = 0.174 kelvin
dV_123 = 0.0587 kelvin
dV_123 = -35.3074 kelvin
dV_123 = -16.5813 kelvin
dV_123 = -5.0809 kelvin
dV_123 = -1.6949 kelvin
dV_123 = -0.6832 kelvin
dV_123 = -0.3204 kelvin
dV_123 = -0.1656 kelvin
dV_123 = -0.0915 kelvin
dV_123 = -0.0321 kelvin
dV_123 = 728.9537 kelvin
dV_123 = 92.9759 kelvin
dV_123 = 12.4259 kelvin
dV_123 = 2.5088 kelvin
dV_123 = 0.8294 kelvin
dV_123 = 0.3808 kelvin
dV_123 = 0.2025 kelvin
dV_123 = 0.1148 kelvin
dV_123 = 0.041 kelvin
dV_123 = 15.4735 kelvin
dV_123 = 4.1237 kelvin
dV_123 = 1.4056 kelvin
dV_123 = 0.5949 kelvin
dV_123 = 0.289 kelvin
dV_123 = 0.1516 kelvin
dV_123 = 0.0835 kelvin
dV_123 = 0.0285 kelvin
dV_123 = -3842.9282 kelvin
dV_123 = -92.7195 kelvin
dV_123 = 72.1677 kelvin
dV_123 = 27.3481 kelvin
dV_123 = 8.969 kelvin
dV_123 = 3.1925 kelvin
dV_123 = 1.2552 kelvin
dV_123 = 0.5381 kelvin
dV_123 = 0.248 kelvin
dV_123 = 0.1216 kelvin
dV_123 = 0.063 kelvin
dV_123 = 0.0194 kelvin
dV_123 = 74.7992 kelvin
dV_123 = 24.6268 kelvin
dV_123 = 8.0288 kelvin
dV_123 = 3.0416 kelvin
dV_123 = 1.2986 kelvin
dV_123 = 0.6048 kelvin
dV_123 = 0.3012 kelvin
dV_123 = 0.1585 kelvin
dV_123 = 0.05 kelvin
dV_123 = 0.124 kelvin
dV_123 = 15.8334 kelvin
dV_123 = 6.2366 kelvin
dV_123 = 2.5082 kelvin
dV_123 = 1.0716 kelvin
dV_123 = 0.4877 kelvin
dV_123 = 0.2367 kelvin
dV_123 = 0.122 kelvin
dV_123 = 0.0661 kelvin
dV_123 = 0.0219 kelvin
dV_123 = -17.6368 kelvin
dV_123 = 0.54 kelvin
dV_123 = 0.7803 kelvin
dV_123 = 0.3081 kelvin
dV_123 = 0.08 kelvin
dV_123 = 0.0057 kelvin
dV_123 = -0.0123 kelvin
dV_123 = -0.0136 kelvin
dV_123 = -0.0076 kelvin
dV_123 = -101.6007 kelvin
dV_123 = 55.102 kelvin
dV_123 = 24.3031 kelvin
dV_123 = 9.5954 kelvin
dV_123 = 3.9303 kelvin
dV_123 = 1.7059 kelvin
dV_123 = 0.7914 kelvin
dV_123 = 0.391 kelvin
dV_123 = 0.2049 kelvin
dV_123 = 0.1123 kelvin
dV_123 = 0.0381 kelvin
dV_123 = -422.3461 kelvin
dV_123 = 7.5272 kelvin
dV_123 = -2.1158 kelvin
dV_123 = -3.2189 kelvin
dV_123 = -1.7041 kelvin
dV_123 = -0.7736 kelvin
dV_123 = -0.3542 kelvin
dV_123 = -0.171 kelvin
dV_123 = -0.088 kelvin
dV_123 = -0.0477 kelvin
dV_123 = -0.0163 kelvin
dV_123 = 71.727 kelvin
dV_123 = 18.9013 kelvin
dV_123 = 4.8445 kelvin
dV_123 = 1.2927 kelvin
dV_123 = 0.356 kelvin
dV_123 = 0.0956 kelvin
dV_123 = 0.0218 kelvin
dV_123 = 0.0009 kelvin
dV_123 = -0.0042 kelvin
dV_123 = -0.0039 kelvin
dV_123 = -498.2354 kelvin
dV_123 = -18.9296 kelvin
dV_123 = 3.5913 kelvin
dV_123 = 2.1946 kelvin
dV_123 = 0.9946 kelvin
dV_123 = 0.4474 kelvin
dV_123 = 0.2098 kelvin
dV_123 = 0.1038 kelvin
dV_123 = 0.0542 kelvin
dV_123 = 0.0177 kelvin
dV_123 = 716.0336 kelvin
dV_123 = 121.4014 kelvin
dV_123 = 14.2336 kelvin
dV_123 = 0.5449 kelvin
dV_123 = -0.4462 kelvin
dV_123 = -0.2787 kelvin
dV_123 = -0.1421 kelvin
dV_123 = -0.0737 kelvin
dV_123 = -0.0401 kelvin
dV_123 = -0.0231 kelvin
dV_123 = -0.0086 kelvin
dV_123 = -799.5883 kelvin
dV_123 = -5.0198 kelvin
dV_123 = 15.3305 kelvin
dV_123 = 6.8669 kelvin
dV_123 = 2.8648 kelvin
dV_123 = 1.2553 kelvin
dV_123 = 0.5862 kelvin
dV_123 = 0.2913 kelvin
dV_123 = 0.1528 kelvin
dV_123 = 0.084 kelvin
dV_123 = 0.0284 kelvin
dV_123 = 1186.9556 kelvin
dV_123 = 121.9449 kelvin
dV_123 = 16.3628 kelvin
dV_123 = 2.3149 kelvin
dV_123 = 0.2748 kelvin
dV_123 = -0.0025 kelvin
dV_123 = -0.0288 kelvin
dV_123 = -0.0241 kelvin
dV_123 = -0.0172 kelvin
dV_123 = -0.0116 kelvin
dV_123 = -0.0056 kelvin
dV_123 = -1053.1778 kelvin
dV_123 = -4.4706 kelvin
dV_123 = 13.9787 kelvin
dV_123 = 4.7707 kelvin
dV_123 = 1.4627 kelvin
dV_123 = 0.4375 kelvin
dV_123 = 0.1226 kelvin
dV_123 = 0.0263 kelvin
dV_123 = -0.0017 kelvin
dV_123 = -0.0081 kelvin
dV_123 = -148.2666 kelvin
dV_123 = -46.2871 kelvin
dV_123 = -18.0436 kelvin
dV_123 = -7.2736 kelvin
dV_123 = -3.111 kelvin
dV_123 = -1.4284 kelvin
dV_123 = -0.7014 kelvin
dV_123 = -0.3655 kelvin
dV_123 = -0.2003 kelvin
dV_123 = -0.0682 kelvin
dV_123 = -395.1482 kelvin
dV_123 = -5.252 kelvin
dV_123 = -1.056 kelvin
dV_123 = -1.0325 kelvin
dV_123 = -0.5413 kelvin
dV_123 = -0.2663 kelvin
dV_123 = -0.1357 kelvin
dV_123 = -0.0724 kelvin
dV_123 = -0.0406 kelvin
dV_123 = -0.0142 kelvin
dV_123 = -3519.3342 kelvin
dV_123 = -172.6548 kelvin
dV_123 = 19.8686 kelvin
dV_123 = 11.74 kelvin
dV_123 = 4.5888 kelvin
dV_123 = 1.8119 kelvin
dV_123 = 0.7625 kelvin
dV_123 = 0.3444 kelvin
dV_123 = 0.1659 kelvin
dV_123 = 0.0849 kelvin
dV_123 = 0.0254 kelvin
dV_123 = 68.8942 kelvin
dV_123 = 20.9117 kelvin
dV_123 = 6.7668 kelvin
dV_123 = 2.5698 kelvin
dV_123 = 1.1162 kelvin
dV_123 = 0.5321 kelvin
dV_123 = 0.2713 kelvin
dV_123 = 0.1456 kelvin
dV_123 = 0.0482 kelvin
dV_123 = -279.9649 kelvin
dV_123 = 18.7766 kelvin
dV_123 = 2.8817 kelvin
dV_123 = -0.0563 kelvin
dV_123 = -0.0388 kelvin
dV_123 = 0.035 kelvin
dV_123 = 0.0444 kelvin
dV_123 = 0.0344 kelvin
dV_123 = 0.0232 kelvin
dV_123 = 0.0151 kelvin
dV_123 = 0.0059 kelvin
dV_123 = -71.2117 kelvin
dV_123 = 2.874 kelvin
dV_123 = 0.3423 kelvin
dV_123 = -0.275 kelvin
dV_123 = -0.3067 kelvin
dV_123 = -0.2304 kelvin
dV_123 = -0.1523 kelvin
dV_123 = -0.0962 kelvin
dV_123 = -0.06 kelvin
dV_123 = -0.0244 kelvin
dV_123 = 122.3173 kelvin
dV_123 = 56.9173 kelvin
dV_123 = 14.5352 kelvin
dV_123 = 4.0781 kelvin
dV_123 = 1.473 kelvin
dV_123 = 0.655 kelvin
dV_123 = 0.325 kelvin
dV_123 = 0.1713 kelvin
dV_123 = 0.0939 kelvin
dV_123 = 0.0313 kelvin
dV_123 = -544.9887 kelvin
dV_123 = -26.2192 kelvin
dV_123 = -0.0527 kelvin
dV_123 = 0.6473 kelvin
dV_123 = 0.2928 kelvin
dV_123 = 0.0838 kelvin
dV_123 = 0.0069 kelvin
dV_123 = -0.0131 kelvin
dV_123 = -0.0153 kelvin
dV_123 = -0.0088 kelvin
dV_123 = -1277.5348 kelvin
dV_123 = 10.0221 kelvin
dV_123 = -4.7534 kelvin
dV_123 = -5.8957 kelvin
dV_123 = -2.9084 kelvin
dV_123 = -1.2995 kelvin
dV_123 = -0.6013 kelvin
dV_123 = -0.2944 kelvin
dV_123 = -0.1525 kelvin
dV_123 = -0.083 kelvin
dV_123 = -0.0472 kelvin
dV_123 = -0.0172 kelvin
dV_123 = -66.446 kelvin
dV_123 = 14.5853 kelvin
dV_123 = 3.7211 kelvin
dV_123 = 0.8335 kelvin
dV_123 = 0.2278 kelvin
dV_123 = 0.0777 kelvin
dV_123 = 0.0318 kelvin
dV_123 = 0.0141 kelvin
dV_123 = 0.0068 kelvin
dV_123 = 0.0016 kelvin
dV_123 = 596.3126 kelvin
dV_123 = 179.2489 kelvin
dV_123 = 53.1651 kelvin
dV_123 = 18.7159 kelvin
dV_123 = 7.3599 kelvin
dV_123 = 3.1323 kelvin
dV_123 = 1.4326 kelvin
dV_123 = 0.7001 kelvin
dV_123 = 0.3628 kelvin
dV_123 = 0.1975 kelvin
dV_123 = 0.0662 kelvin
dV_123 = -2101.921 kelvin
dV_123 = -175.5373 kelvin
dV_123 = -12.6726 kelvin
dV_123 = -1.7955 kelvin
dV_123 = -0.6589 kelvin
dV_123 = -0.3588 kelvin
dV_123 = -0.2134 kelvin
dV_123 = -0.1272 kelvin
dV_123 = -0.0761 kelvin
dV_123 = -0.046 kelvin
dV_123 = -0.018 kelvin
dV_123 = 182.2207 kelvin
dV_123 = 24.901 kelvin
dV_123 = 3.2658 kelvin
dV_123 = 0.1945 kelvin
dV_123 = -0.1299 kelvin
dV_123 = -0.095 kelvin
dV_123 = -0.0511 kelvin
dV_123 = -0.0272 kelvin
dV_123 = -0.0151 kelvin
dV_123 = -0.0052 kelvin
dV_123 = -96.9848 kelvin
dV_123 = -25.5006 kelvin
dV_123 = -16.0571 kelvin
dV_123 = -7.5281 kelvin
dV_123 = -3.146 kelvin
dV_123 = -1.3554 kelvin
dV_123 = -0.6275 kelvin
dV_123 = -0.3125 kelvin
dV_123 = -0.1655 kelvin
dV_123 = -0.0921 kelvin
dV_123 = -0.0324 kelvin
dV_123 = -3461.1134 kelvin
dV_123 = -142.2597 kelvin
dV_123 = 27.1613 kelvin
dV_123 = 13.3309 kelvin
dV_123 = 5.0502 kelvin
dV_123 = 1.9809 kelvin
dV_123 = 0.8314 kelvin
dV_123 = 0.3742 kelvin
dV_123 = 0.1796 kelvin
dV_123 = 0.0912 kelvin
dV_123 = 0.0265 kelvin
dV_123 = 115.0916 kelvin
dV_123 = 65.2101 kelvin
dV_123 = 21.6058 kelvin
dV_123 = 7.6967 kelvin
dV_123 = 3.0602 kelvin
dV_123 = 1.3318 kelvin
dV_123 = 0.6245 kelvin
dV_123 = 0.3122 kelvin
dV_123 = 0.1645 kelvin
dV_123 = 0.052 kelvin
dV_123 = 211.0355 kelvin
dV_123 = 89.5415 kelvin
dV_123 = 20.3305 kelvin
dV_123 = 4.7377 kelvin
dV_123 = 1.3641 kelvin
dV_123 = 0.4822 kelvin
dV_123 = 0.1947 kelvin
dV_123 = 0.0853 kelvin
dV_123 = 0.0399 kelvin
dV_123 = 0.0195 kelvin
dV_123 = 0.005 kelvin
dV_123 = 429.598 kelvin
dV_123 = 48.6099 kelvin
dV_123 = 8.3983 kelvin
dV_123 = 2.235 kelvin
dV_123 = 0.8675 kelvin
dV_123 = 0.4044 kelvin
dV_123 = 0.2024 kelvin
dV_123 = 0.1056 kelvin
dV_123 = 0.0317 kelvin
dV_123 = -791.5178 kelvin
dV_123 = -69.3829 kelvin
dV_123 = -13.8514 kelvin
dV_123 = -4.5047 kelvin
dV_123 = -1.8051 kelvin
dV_123 = -0.8392 kelvin
dV_123 = -0.4272 kelvin
dV_123 = -0.2302 kelvin
dV_123 = -0.1289 kelvin
dV_123 = -0.0451 kelvin
dV_123 = -1087.1415 kelvin
dV_123 = 156.6908 kelvin
dV_123 = 37.6471 kelvin
dV_123 = 7.2869 kelvin
dV_123 = 2.1034 kelvin
dV_123 = 0.8793 kelvin
dV_123 = 0.4269 kelvin
dV_123 = 0.2206 kelvin
dV_123 = 0.1189 kelvin
dV_123 = 0.0667 kelvin
dV_123 = 0.023 kelvin
dV_123 = 386.8895 kelvin
dV_123 = 124.9357 kelvin
dV_123 = 31.8381 kelvin
dV_123 = 9.0609 kelvin
dV_123 = 3.2252 kelvin
dV_123 = 1.394 kelvin
dV_123 = 0.6767 kelvin
dV_123 = 0.3515 kelvin
dV_123 = 0.1915 kelvin
dV_123 = 0.0638 kelvin
dV_123 = -305.6471 kelvin
dV_123 = 35.4683 kelvin
dV_123 = -15.0962 kelvin
dV_123 = -9.4357 kelvin
dV_123 = -4.0563 kelvin
dV_123 = -1.6881 kelvin
dV_123 = -0.7315 kelvin
dV_123 = -0.337 kelvin
dV_123 = -0.1649 kelvin
dV_123 = -0.0855 kelvin
dV_123 = -0.0267 kelvin
dV_123 = 2.9354 kelvin
dV_123 = 8.3255 kelvin
dV_123 = 3.2657 kelvin
dV_123 = 1.2135 kelvin
dV_123 = 0.4761 kelvin
dV_123 = 0.2015 kelvin
dV_123 = 0.092 kelvin
dV_123 = 0.0451 kelvin
dV_123 = 0.0235 kelvin
dV_123 = 0.0068 kelvin
dV_123 = 206.6033 kelvin
dV_123 = -3.1963 kelvin
dV_123 = -8.7308 kelvin
dV_123 = -4.2063 kelvin
dV_123 = -1.7516 kelvin
dV_123 = -0.7219 kelvin
dV_123 = -0.3084 kelvin
dV_123 = -0.1388 kelvin
dV_123 = -0.066 kelvin
dV_123 = -0.0178 kelvin
dV_123 = -1115.5233 kelvin
dV_123 = 40.806 kelvin
dV_123 = 22.8904 kelvin
dV_123 = 7.1317 kelvin
dV_123 = 2.5834 kelvin
dV_123 = 1.027 kelvin
dV_123 = 0.434 kelvin
dV_123 = 0.1945 kelvin
dV_123 = 0.0926 kelvin
dV_123 = 0.0465 kelvin
dV_123 = 0.0133 kelvin
dV_123 = 47.611 kelvin
dV_123 = 10.6396 kelvin
dV_123 = 2.7826 kelvin
dV_123 = 0.9878 kelvin
dV_123 = 0.4842 kelvin
dV_123 = 0.2734 kelvin
dV_123 = 0.1607 kelvin
dV_123 = 0.0964 kelvin
dV_123 = 0.0365 kelvin
dV_123 = -706.4885 kelvin
dV_123 = 19.9518 kelvin
dV_123 = 23.2781 kelvin
dV_123 = 9.6543 kelvin
dV_123 = 3.762 kelvin
dV_123 = 1.518 kelvin
dV_123 = 0.6539 kelvin
dV_123 = 0.3023 kelvin
dV_123 = 0.1496 kelvin
dV_123 = 0.0779 kelvin
dV_123 = 0.0246 kelvin
dV_123 = -369.9384 kelvin
dV_123 = -37.9432 kelvin
dV_123 = -11.812 kelvin
dV_123 = -3.9149 kelvin
dV_123 = -1.3507 kelvin
dV_123 = -0.5061 kelvin
dV_123 = -0.2081 kelvin
dV_123 = -0.0931 kelvin
dV_123 = -0.0447 kelvin
dV_123 = -0.023 kelvin
dV_123 = -0.0125 kelvin
dV_123 = -0.0043 kelvin
dV_123 = -132.7773 kelvin
dV_123 = 7.1259 kelvin
dV_123 = -0.7054 kelvin
dV_123 = -0.9248 kelvin
dV_123 = -0.4524 kelvin
dV_123 = -0.2079 kelvin
dV_123 = -0.0999 kelvin
dV_123 = -0.051 kelvin
dV_123 = -0.0271 kelvin
dV_123 = -0.0151 kelvin
dV_123 = -0.0088 kelvin
dV_123 = -0.0031 kelvin
dV_123 = 175.1405 kelvin
dV_123 = 34.4007 kelvin
dV_123 = 7.0948 kelvin
dV_123 = 2.1302 kelvin
dV_123 = 0.789 kelvin
dV_123 = 0.3252 kelvin
dV_123 = 0.1444 kelvin
dV_123 = 0.0684 kelvin
dV_123 = 0.0345 kelvin
dV_123 = 0.0181 kelvin
dV_123 = 0.006 kelvin
dV_123 = 36.597 kelvin
dV_123 = 3.5198 kelvin
dV_123 = -0.0568 kelvin
dV_123 = -0.198 kelvin
dV_123 = -0.1021 kelvin
dV_123 = -0.0489 kelvin
dV_123 = -0.0247 kelvin
dV_123 = -0.0138 kelvin
dV_123 = -0.0078 kelvin
dV_123 = -0.0029 kelvin
dV_123 = -24.9746 kelvin
dV_123 = -8.2725 kelvin
dV_123 = -3.2243 kelvin
dV_123 = -1.1873 kelvin
dV_123 = -0.4491 kelvin
dV_123 = -0.1836 kelvin
dV_123 = -0.0819 kelvin
dV_123 = -0.0397 kelvin
dV_123 = -0.0209 kelvin
dV_123 = -0.0067 kelvin
dV_123 = 68.8347 kelvin
dV_123 = 32.7011 kelvin
dV_123 = 10.3083 kelvin
dV_123 = 3.5233 kelvin
dV_123 = 1.3356 kelvin
dV_123 = 0.5593 kelvin
dV_123 = 0.2563 kelvin
dV_123 = 0.1262 kelvin
dV_123 = 0.0661 kelvin
dV_123 = 0.0207 kelvin
dV_123 = -306.2783 kelvin
dV_123 = 13.8652 kelvin
dV_123 = 2.9827 kelvin
dV_123 = 0.1507 kelvin
dV_123 = -0.0813 kelvin
dV_123 = -0.0579 kelvin
dV_123 = -0.0324 kelvin
dV_123 = -0.0178 kelvin
dV_123 = -0.0103 kelvin
dV_123 = -0.0061 kelvin
dV_123 = -0.0037 kelvin
dV_123 = -0.0013 kelvin
dV_123 = -911.2749 kelvin
dV_123 = 17.3741 kelvin
dV_123 = 5.3064 kelvin
dV_123 = 0.6253 kelvin
dV_123 = 0.0525 kelvin
dV_123 = -0.0139 kelvin
dV_123 = -0.0173 kelvin
dV_123 = -0.0127 kelvin
dV_123 = -0.0084 kelvin
dV_123 = -0.0056 kelvin
dV_123 = -0.0036 kelvin
dV_123 = -0.0013 kelvin
dV_123 = -160.81 kelvin
dV_123 = 11.5057 kelvin
dV_123 = 6.0811 kelvin
dV_123 = 2.2772 kelvin
dV_123 = 0.9031 kelvin
dV_123 = 0.3868 kelvin
dV_123 = 0.1779 kelvin
dV_123 = 0.0872 kelvin
dV_123 = 0.0453 kelvin
dV_123 = 0.0249 kelvin
dV_123 = 0.0083 kelvin
dV_123 = 180.6293 kelvin
dV_123 = 38.4494 kelvin
dV_123 = 9.9418 kelvin
dV_123 = 2.9026 kelvin
dV_123 = 0.9528 kelvin
dV_123 = 0.35 kelvin
dV_123 = 0.1415 kelvin
dV_123 = 0.0621 kelvin
dV_123 = 0.0292 kelvin
dV_123 = 0.015 kelvin
dV_123 = 0.0043 kelvin
dV_123 = 122.7125 kelvin
dV_123 = 46.1265 kelvin
dV_123 = 12.7706 kelvin
dV_123 = 3.7348 kelvin
dV_123 = 1.1565 kelvin
dV_123 = 0.3783 kelvin
dV_123 = 0.1303 kelvin
dV_123 = 0.0466 kelvin
dV_123 = 0.017 kelvin
dV_123 = 0.0063 kelvin
dV_123 = 0.0004 kelvin
dV_123 = 1.589 kelvin
dV_123 = -0.3855 kelvin
dV_123 = 0.1723 kelvin
dV_123 = 0.335 kelvin
dV_123 = 0.2517 kelvin
dV_123 = 0.1575 kelvin
dV_123 = 0.0937 kelvin
dV_123 = 0.0553 kelvin
dV_123 = 0.0334 kelvin
dV_123 = 0.0123 kelvin
dV_123 = -3.5189 kelvin
dV_123 = 1.3997 kelvin
dV_123 = 1.0681 kelvin
dV_123 = 0.5904 kelvin
dV_123 = 0.318 kelvin
dV_123 = 0.1736 kelvin
dV_123 = 0.0974 kelvin
dV_123 = 0.0562 kelvin
dV_123 = 0.0204 kelvin
dV_123 = -35.0047 kelvin
dV_123 = -6.4295 kelvin
dV_123 = -1.1274 kelvin
dV_123 = -0.1464 kelvin
dV_123 = 0.0215 kelvin
dV_123 = 0.0389 kelvin
dV_123 = 0.0315 kelvin
dV_123 = 0.0216 kelvin
dV_123 = 0.0095 kelvin
dV_123 = 120.7868 kelvin
dV_123 = 16.8563 kelvin
dV_123 = 2.6651 kelvin
dV_123 = 0.4204 kelvin
dV_123 = 0.0213 kelvin
dV_123 = -0.0445 kelvin
dV_123 = -0.045 kelvin
dV_123 = -0.035 kelvin
dV_123 = -0.0176 kelvin
dV_123 = 174.4156 kelvin
dV_123 = 83.5406 kelvin
dV_123 = 21.9028 kelvin
dV_123 = 6.0665 kelvin
dV_123 = 1.9109 kelvin
dV_123 = 0.6807 kelvin
dV_123 = 0.2686 kelvin
dV_123 = 0.1149 kelvin
dV_123 = 0.0526 kelvin
dV_123 = 0.0254 kelvin
dV_123 = 0.007 kelvin
dV_123 = -1155.7637 kelvin
dV_123 = -7.6482 kelvin
dV_123 = 9.9083 kelvin
dV_123 = 2.8592 kelvin
dV_123 = 0.676 kelvin
dV_123 = 0.1195 kelvin
dV_123 = -0.0095 kelvin
dV_123 = -0.0306 kelvin
dV_123 = -0.0272 kelvin
dV_123 = -0.0197 kelvin
dV_123 = -0.0096 kelvin
dV_123 = -144.813 kelvin
dV_123 = -19.3694 kelvin
dV_123 = -4.5188 kelvin
dV_123 = -1.2954 kelvin
dV_123 = -0.4119 kelvin
dV_123 = -0.1351 kelvin
dV_123 = -0.0429 kelvin
dV_123 = -0.0123 kelvin
dV_123 = -0.0019 kelvin
dV_123 = 0.0018 kelvin
dV_123 = 136.7395 kelvin
dV_123 = 22.6211 kelvin
dV_123 = 6.4305 kelvin
dV_123 = 2.172 kelvin
dV_123 = 0.7906 kelvin
dV_123 = 0.3142 kelvin
dV_123 = 0.1366 kelvin
dV_123 = 0.0646 kelvin
dV_123 = 0.0324 kelvin
dV_123 = 0.0173 kelvin
dV_123 = 0.0058 kelvin
dV_123 = 141.8786 kelvin
dV_123 = 29.0924 kelvin
dV_123 = 9.165 kelvin
dV_123 = 3.2775 kelvin
dV_123 = 1.259 kelvin
dV_123 = 0.5254 kelvin
dV_123 = 0.2383 kelvin
dV_123 = 0.1161 kelvin
dV_123 = 0.0604 kelvin
dV_123 = 0.0329 kelvin
dV_123 = 0.011 kelvin
dV_123 = -43.4869 kelvin
dV_123 = -17.0044 kelvin
dV_123 = -5.4479 kelvin
dV_123 = -1.9779 kelvin
dV_123 = -0.8163 kelvin
dV_123 = -0.3695 kelvin
dV_123 = -0.1807 kelvin
dV_123 = -0.0937 kelvin
dV_123 = -0.0513 kelvin
dV_123 = -0.0176 kelvin
dV_123 = -40.6092 kelvin
dV_123 = -9.5374 kelvin
dV_123 = -2.7304 kelvin
dV_123 = -0.9803 kelvin
dV_123 = -0.4179 kelvin
dV_123 = -0.1986 kelvin
dV_123 = -0.1017 kelvin
dV_123 = -0.0554 kelvin
dV_123 = -0.0188 kelvin
dV_123 = -27.5992 kelvin
dV_123 = -7.0817 kelvin
dV_123 = -1.9826 kelvin
dV_123 = -0.6632 kelvin
dV_123 = -0.2654 kelvin
dV_123 = -0.1219 kelvin
dV_123 = -0.0613 kelvin
dV_123 = -0.0336 kelvin
dV_123 = -0.0118 kelvin
dV_123 = 112.1904 kelvin
dV_123 = 13.7022 kelvin
dV_123 = 2.8972 kelvin
dV_123 = 0.9203 kelvin
dV_123 = 0.3785 kelvin
dV_123 = 0.1826 kelvin
dV_123 = 0.0962 kelvin
dV_123 = 0.053 kelvin
dV_123 = 0.0183 kelvin
dV_123 = -1.544 kelvin
dV_123 = 5.8409 kelvin
dV_123 = 3.5286 kelvin
dV_123 = 1.4463 kelvin
dV_123 = 0.5508 kelvin
dV_123 = 0.2192 kelvin
dV_123 = 0.0952 kelvin
dV_123 = 0.0447 kelvin
dV_123 = 0.0225 kelvin
dV_123 = 0.012 kelvin
dV_123 = 0.0039 kelvin
dV_123 = 260.7225 kelvin
dV_123 = 50.3959 kelvin
dV_123 = 16.1616 kelvin
dV_123 = 5.9115 kelvin
dV_123 = 2.3302 kelvin
dV_123 = 0.9973 kelvin
dV_123 = 0.4616 kelvin
dV_123 = 0.2283 kelvin
dV_123 = 0.1199 kelvin
dV_123 = 0.0659 kelvin
dV_123 = 0.0222 kelvin
dV_123 = 18.0299 kelvin
dV_123 = -9.4233 kelvin
dV_123 = -3.2102 kelvin
dV_123 = -1.1703 kelvin
dV_123 = -0.5007 kelvin
dV_123 = -0.2371 kelvin
dV_123 = -0.1204 kelvin
dV_123 = -0.0644 kelvin
dV_123 = -0.0363 kelvin
dV_123 = -0.0129 kelvin
dV_123 = 630.1482 kelvin
dV_123 = 88.4574 kelvin
dV_123 = 17.2245 kelvin
dV_123 = 5.1263 kelvin
dV_123 = 2.0627 kelvin
dV_123 = 0.9452 kelvin
dV_123 = 0.4634 kelvin
dV_123 = 0.2389 kelvin
dV_123 = 0.1294 kelvin
dV_123 = 0.0724 kelvin
dV_123 = 0.0251 kelvin
dV_123 = -37.9417 kelvin
dV_123 = 0.0482 kelvin
dV_123 = 0.0861 kelvin
dV_123 = -0.0528 kelvin
dV_123 = -0.0899 kelvin
dV_123 = -0.0766 kelvin
dV_123 = -0.0531 kelvin
dV_123 = -0.0341 kelvin
dV_123 = -0.0218 kelvin
dV_123 = -0.009 kelvin
dV_123 = -203.3619 kelvin
dV_123 = -9.5526 kelvin
dV_123 = -1.571 kelvin
dV_123 = -0.8355 kelvin
dV_123 = -0.4987 kelvin
dV_123 = -0.2866 kelvin
dV_123 = -0.1633 kelvin
dV_123 = -0.094 kelvin
