CCSD(T) 3b energies
dV_123 = 0.0012 kelvin
dV_123 = 0.0021 kelvin
dV_123 = 0.0011 kelvin
dV_123 = 11.406 kelvin
dV_123 = -2.4185 kelvin
dV_123 = -2.0992 kelvin
dV_123 = -1.1192 kelvin
dV_123 = -0.5593 kelvin
dV_123 = -0.2866 kelvin
dV_123 = -0.1537 kelvin
dV_123 = -0.086 kelvin
dV_123 = -0.031 kelvin
dV_123 = 255.0953 kelvin
dV_123 = 5.7309 kelvin
dV_123 = -3.9215 kelvin
dV_123 = -1.966 kelvin
dV_123 = -0.9225 kelvin
dV_123 = -0.4707 kelvin
dV_123 = -0.257 kelvin
dV_123 = -0.1468 kelvin
dV_123 = -0.0869 kelvin
dV_123 = -0.0329 kelvin
dV_123 = 311.0638 kelvin
dV_123 = 45.1913 kelvin
dV_123 = 9.9265 kelvin
dV_123 = 3.7355 kelvin
dV_123 = 1.7239 kelvin
dV_123 = 0.8559 kelvin
dV_123 = 0.445 kelvin
dV_123 = 0.24 kelvin
dV_123 = 0.1341 kelvin
dV_123 = 0.077 kelvin
dV_123 = 0.0278 kelvin
dV_123 = 286.2572 kelvin
dV_123 = 51.0838 kelvin
dV_123 = 12.1694 kelvin
dV_123 = 3.8302 kelvin
dV_123 = 1.5385 kelvin
dV_123 = 0.7224 kelvin
dV_123 = 0.3693 kelvin
dV_123 = 0.1997 kelvin
dV_123 = 0.1121 kelvin
dV_123 = 0.039 kelvin
dV_123 = 204.7511 kelvin
dV_123 = -31.1963 kelvin
dV_123 = -13.7641 kelvin
dV_123 = -4.669 kelvin
dV_123 = -1.7955 kelvin
dV_123 = -0.7962 kelvin
dV_123 = -0.3901 kelvin
dV_123 = -0.2049 kelvin
dV_123 = -0.1129 kelvin
dV_123 = -0.0387 kelvin
dV_123 = -1318.2202 kelvin
dV_123 = -77.3211 kelvin
dV_123 = -5.6555 kelvin
dV_123 = -0.7293 kelvin
dV_123 = -0.26 kelvin
dV_123 = -0.1786 kelvin
dV_123 = -0.1232 kelvin
dV_123 = -0.0796 kelvin
dV_123 = -0.05 kelvin
dV_123 = -0.031 kelvin
dV_123 = -0.0128 kelvin
dV_123 = -81.2145 kelvin
dV_123 = -18.4494 kelvin
dV_123 = -6.6743 kelvin
dV_123 = -2.8102 kelvin
dV_123 = -1.276 kelvin
dV_123 = -0.6165 kelvin
dV_123 = -0.3149 kelvin
dV_123 = -0.1694 kelvin
dV_123 = -0.0948 kelvin
dV_123 = -0.0333 kelvin
dV_123 = 261.4129 kelvin
dV_123 = 17.0463 kelvin
dV_123 = -11.4267 kelvin
dV_123 = -6.042 kelvin
dV_123 = -2.6571 kelvin
dV_123 = -1.2378 kelvin
dV_123 = -0.621 kelvin
dV_123 = -0.3308 kelvin
dV_123 = -0.1843 kelvin
dV_123 = -0.0646 kelvin
dV_123 = 65.1178 kelvin
dV_123 = 20.7869 kelvin
dV_123 = 6.423 kelvin
dV_123 = 2.4506 kelvin
dV_123 = 1.1593 kelvin
dV_123 = 0.6163 kelvin
dV_123 = 0.3458 kelvin
dV_123 = 0.2009 kelvin
dV_123 = 0.0734 kelvin
dV_123 = -66.4112 kelvin
dV_123 = -14.4791 kelvin
dV_123 = -4.3143 kelvin
dV_123 = -1.6501 kelvin
dV_123 = -0.7546 kelvin
dV_123 = -0.3839 kelvin
dV_123 = -0.2075 kelvin
dV_123 = -0.1171 kelvin
dV_123 = -0.0416 kelvin
dV_123 = 444.9862 kelvin
dV_123 = 68.5308 kelvin
dV_123 = 17.1968 kelvin
dV_123 = 6.6402 kelvin
dV_123 = 2.8961 kelvin
dV_123 = 1.3337 kelvin
dV_123 = 0.6474 kelvin
dV_123 = 0.3314 kelvin
dV_123 = 0.1777 kelvin
dV_123 = 0.0997 kelvin
dV_123 = 0.0345 kelvin
dV_123 = 4.9571 kelvin
dV_123 = 0.5465 kelvin
dV_123 = 0.1611 kelvin
dV_123 = 0.2221 kelvin
dV_123 = 0.1991 kelvin
dV_123 = 0.142 kelvin
dV_123 = 0.0924 kelvin
dV_123 = 0.0586 kelvin
dV_123 = 0.023 kelvin
dV_123 = -76.3746 kelvin
dV_123 = 59.421 kelvin
dV_123 = 16.3833 kelvin
dV_123 = 6.6644 kelvin
dV_123 = 3.1695 kelvin
dV_123 = 1.5558 kelvin
dV_123 = 0.7865 kelvin
dV_123 = 0.4119 kelvin
dV_123 = 0.2233 kelvin
dV_123 = 0.1256 kelvin
dV_123 = 0.0726 kelvin
dV_123 = 0.0266 kelvin
dV_123 = 380.6035 kelvin
dV_123 = 56.0928 kelvin
dV_123 = 12.3552 kelvin
dV_123 = 3.8573 kelvin
dV_123 = 1.5949 kelvin
dV_123 = 0.7681 kelvin
dV_123 = 0.3986 kelvin
dV_123 = 0.2161 kelvin
dV_123 = 0.1219 kelvin
dV_123 = 0.0426 kelvin
dV_123 = -847.924 kelvin
dV_123 = -67.5344 kelvin
dV_123 = -8.5366 kelvin
dV_123 = 0.4361 kelvin
dV_123 = 0.894 kelvin
dV_123 = 0.5199 kelvin
dV_123 = 0.2668 kelvin
dV_123 = 0.1376 kelvin
dV_123 = 0.0734 kelvin
dV_123 = 0.0408 kelvin
dV_123 = 0.0234 kelvin
dV_123 = 0.0086 kelvin
dV_123 = 396.2315 kelvin
dV_123 = 71.7535 kelvin
dV_123 = 13.2008 kelvin
dV_123 = 3.2817 kelvin
dV_123 = 1.1569 kelvin
dV_123 = 0.5032 kelvin
dV_123 = 0.2421 kelvin
dV_123 = 0.1237 kelvin
dV_123 = 0.0659 kelvin
dV_123 = 0.037 kelvin
dV_123 = 0.0127 kelvin
dV_123 = 38.3962 kelvin
dV_123 = 17.8659 kelvin
dV_123 = 6.7629 kelvin
dV_123 = 2.929 kelvin
dV_123 = 1.4483 kelvin
dV_123 = 0.7736 kelvin
dV_123 = 0.433 kelvin
dV_123 = 0.2513 kelvin
dV_123 = 0.0921 kelvin
dV_123 = 1876.0175 kelvin
dV_123 = 305.4252 kelvin
dV_123 = 49.4832 kelvin
dV_123 = 11.9319 kelvin
dV_123 = 4.1417 kelvin
dV_123 = 1.8219 kelvin
dV_123 = 0.9048 kelvin
dV_123 = 0.4799 kelvin
dV_123 = 0.2663 kelvin
dV_123 = 0.1536 kelvin
dV_123 = 0.0562 kelvin
dV_123 = 52.0486 kelvin
dV_123 = 127.7908 kelvin
dV_123 = 27.5487 kelvin
dV_123 = 9.5267 kelvin
dV_123 = 3.749 kelvin
dV_123 = 1.4729 kelvin
dV_123 = 0.5933 kelvin
dV_123 = 0.2503 kelvin
dV_123 = 0.1114 kelvin
dV_123 = 0.0521 kelvin
dV_123 = 0.0256 kelvin
dV_123 = 0.0066 kelvin
dV_123 = 363.0877 kelvin
dV_123 = 20.7669 kelvin
dV_123 = -9.7787 kelvin
dV_123 = -5.5798 kelvin
dV_123 = -2.3577 kelvin
dV_123 = -0.9667 kelvin
dV_123 = -0.4141 kelvin
dV_123 = -0.1891 kelvin
dV_123 = -0.0921 kelvin
dV_123 = -0.0476 kelvin
dV_123 = -0.0147 kelvin
dV_123 = -632.5986 kelvin
dV_123 = -78.2129 kelvin
dV_123 = -22.833 kelvin
dV_123 = -8.911 kelvin
dV_123 = -3.7568 kelvin
dV_123 = -1.6936 kelvin
dV_123 = -0.8154 kelvin
dV_123 = -0.4174 kelvin
dV_123 = -0.2251 kelvin
dV_123 = -0.1269 kelvin
dV_123 = -0.0445 kelvin
dV_123 = 237.0789 kelvin
dV_123 = 57.766 kelvin
dV_123 = 18.5397 kelvin
dV_123 = 6.9758 kelvin
dV_123 = 2.7815 kelvin
dV_123 = 1.1776 kelvin
dV_123 = 0.5338 kelvin
dV_123 = 0.2584 kelvin
dV_123 = 0.1324 kelvin
dV_123 = 0.0718 kelvin
dV_123 = 0.0235 kelvin
dV_123 = 255.7044 kelvin
dV_123 = 36.3287 kelvin
dV_123 = 7.2483 kelvin
dV_123 = 2.1658 kelvin
dV_123 = 0.9349 kelvin
dV_123 = 0.4903 kelvin
dV_123 = 0.2768 kelvin
dV_123 = 0.1615 kelvin
dV_123 = 0.0593 kelvin
dV_123 = 104.7219 kelvin
dV_123 = 1.7005 kelvin
dV_123 = -0.3549 kelvin
dV_123 = 0.3044 kelvin
dV_123 = 0.2889 kelvin
dV_123 = 0.1799 kelvin
dV_123 = 0.1038 kelvin
dV_123 = 0.0597 kelvin
dV_123 = 0.0349 kelvin
dV_123 = 0.0206 kelvin
dV_123 = 0.0081 kelvin
dV_123 = 263.1932 kelvin
dV_123 = 32.8372 kelvin
dV_123 = 4.0785 kelvin
dV_123 = 0.5583 kelvin
dV_123 = 0.0702 kelvin
dV_123 = -0.0069 kelvin
dV_123 = -0.0179 kelvin
dV_123 = -0.016 kelvin
dV_123 = -0.0122 kelvin
dV_123 = -0.0063 kelvin
dV_123 = 111.8881 kelvin
dV_123 = -4.5725 kelvin
dV_123 = -6.3587 kelvin
dV_123 = -3.0658 kelvin
dV_123 = -1.3797 kelvin
dV_123 = -0.6481 kelvin
dV_123 = -0.3247 kelvin
dV_123 = -0.1727 kelvin
dV_123 = -0.0965 kelvin
dV_123 = -0.0344 kelvin
dV_123 = 850.1484 kelvin
dV_123 = 83.3804 kelvin
dV_123 = 8.9536 kelvin
dV_123 = 1.5738 kelvin
dV_123 = 0.4603 kelvin
dV_123 = 0.1738 kelvin
dV_123 = 0.0708 kelvin
dV_123 = 0.0289 kelvin
dV_123 = 0.0118 kelvin
dV_123 = 0.0013 kelvin
dV_123 = 1407.6699 kelvin
dV_123 = 125.2059 kelvin
dV_123 = 12.4311 kelvin
dV_123 = 1.8024 kelvin
dV_123 = 0.5671 kelvin
dV_123 = 0.3307 kelvin
dV_123 = 0.214 kelvin
dV_123 = 0.1356 kelvin
dV_123 = 0.0849 kelvin
dV_123 = 0.0339 kelvin
dV_123 = 773.922 kelvin
dV_123 = 69.7888 kelvin
dV_123 = 8.0772 kelvin
dV_123 = 1.9229 kelvin
dV_123 = 0.7687 kelvin
dV_123 = 0.3732 kelvin
dV_123 = 0.1956 kelvin
dV_123 = 0.1073 kelvin
dV_123 = 0.061 kelvin
dV_123 = 0.0216 kelvin
dV_123 = 75.3683 kelvin
dV_123 = 11.8465 kelvin
dV_123 = 2.8037 kelvin
dV_123 = 1.0733 kelvin
dV_123 = 0.5472 kelvin
dV_123 = 0.3056 kelvin
dV_123 = 0.1755 kelvin
dV_123 = 0.1035 kelvin
dV_123 = 0.0382 kelvin
dV_123 = 38.8081 kelvin
dV_123 = 108.488 kelvin
dV_123 = 24.1422 kelvin
dV_123 = 7.0397 kelvin
dV_123 = 2.6385 kelvin
dV_123 = 1.16 kelvin
dV_123 = 0.5605 kelvin
dV_123 = 0.2878 kelvin
dV_123 = 0.1555 kelvin
dV_123 = 0.0876 kelvin
dV_123 = 0.0306 kelvin
dV_123 = 51.7245 kelvin
dV_123 = 6.085 kelvin
dV_123 = 0.8318 kelvin
dV_123 = 0.0991 kelvin
dV_123 = -0.0105 kelvin
dV_123 = -0.0242 kelvin
dV_123 = -0.0218 kelvin
dV_123 = -0.0131 kelvin
dV_123 = -13.0945 kelvin
dV_123 = 0.0401 kelvin
dV_123 = -5.6133 kelvin
dV_123 = -2.6542 kelvin
dV_123 = -1.1423 kelvin
dV_123 = -0.5303 kelvin
dV_123 = -0.2645 kelvin
dV_123 = -0.1396 kelvin
dV_123 = -0.0774 kelvin
dV_123 = -0.027 kelvin
dV_123 = 101.3881 kelvin
dV_123 = 56.985 kelvin
dV_123 = 19.0758 kelvin
dV_123 = 7.0871 kelvin
dV_123 = 2.8357 kelvin
dV_123 = 1.2151 kelvin
dV_123 = 0.5582 kelvin
dV_123 = 0.2737 kelvin
dV_123 = 0.1419 kelvin
dV_123 = 0.0773 kelvin
dV_123 = 0.026 kelvin
dV_123 = 692.1498 kelvin
dV_123 = 91.9481 kelvin
dV_123 = 15.304 kelvin
dV_123 = 4.8281 kelvin
dV_123 = 2.139 kelvin
dV_123 = 1.0558 kelvin
dV_123 = 0.5476 kelvin
dV_123 = 0.2944 kelvin
dV_123 = 0.1642 kelvin
dV_123 = 0.0942 kelvin
dV_123 = 0.0337 kelvin
dV_123 = -524.8637 kelvin
dV_123 = -57.9882 kelvin
dV_123 = -14.6346 kelvin
dV_123 = -4.8238 kelvin
dV_123 = -1.9262 kelvin
dV_123 = -0.883 kelvin
dV_123 = -0.4397 kelvin
dV_123 = -0.2314 kelvin
dV_123 = -0.1274 kelvin
dV_123 = -0.0432 kelvin
dV_123 = -24.1833 kelvin
dV_123 = -14.3637 kelvin
dV_123 = -2.8423 kelvin
dV_123 = -0.1068 kelvin
dV_123 = 0.2408 kelvin
dV_123 = 0.197 kelvin
dV_123 = 0.1277 kelvin
dV_123 = 0.0792 kelvin
dV_123 = 0.0489 kelvin
dV_123 = 0.0193 kelvin
dV_123 = -37.4287 kelvin
dV_123 = -1.8952 kelvin
dV_123 = -0.6269 kelvin
dV_123 = -0.2515 kelvin
dV_123 = -0.0447 kelvin
dV_123 = 0.0242 kelvin
dV_123 = 0.0344 kelvin
dV_123 = 0.0286 kelvin
dV_123 = 0.0138 kelvin
dV_123 = 99.0349 kelvin
dV_123 = -22.8586 kelvin
dV_123 = -9.0473 kelvin
dV_123 = -2.4846 kelvin
dV_123 = -0.7676 kelvin
dV_123 = -0.2833 kelvin
dV_123 = -0.1188 kelvin
dV_123 = -0.0542 kelvin
dV_123 = -0.0264 kelvin
dV_123 = -0.0134 kelvin
dV_123 = -0.0046 kelvin
dV_123 = -130.6902 kelvin
dV_123 = -39.8258 kelvin
dV_123 = -9.0581 kelvin
dV_123 = -1.9589 kelvin
dV_123 = -0.4321 kelvin
dV_123 = -0.0879 kelvin
dV_123 = -0.0089 kelvin
dV_123 = 0.0073 kelvin
dV_123 = 0.0084 kelvin
dV_123 = 0.0067 kelvin
dV_123 = 0.0046 kelvin
dV_123 = 0.0019 kelvin
dV_123 = -14.6864 kelvin
dV_123 = -10.3179 kelvin
dV_123 = -0.5838 kelvin
dV_123 = 0.6122 kelvin
dV_123 = 0.4073 kelvin
dV_123 = 0.2097 kelvin
dV_123 = 0.1059 kelvin
dV_123 = 0.0549 kelvin
dV_123 = 0.0297 kelvin
dV_123 = 0.0167 kelvin
dV_123 = 0.0096 kelvin
dV_123 = 0.0035 kelvin
dV_123 = 173.3705 kelvin
dV_123 = 7.1535 kelvin
dV_123 = -0.9517 kelvin
dV_123 = -0.7185 kelvin
dV_123 = -0.3828 kelvin
dV_123 = -0.2023 kelvin
dV_123 = -0.1104 kelvin
dV_123 = -0.0617 kelvin
dV_123 = -0.0359 kelvin
dV_123 = -0.0214 kelvin
dV_123 = -0.0081 kelvin
dV_123 = -20.731 kelvin
dV_123 = -8.7179 kelvin
dV_123 = -3.0147 kelvin
dV_123 = -1.1421 kelvin
dV_123 = -0.4897 kelvin
dV_123 = -0.2331 kelvin
dV_123 = -0.1199 kelvin
dV_123 = -0.0653 kelvin
dV_123 = -0.0373 kelvin
dV_123 = -0.0135 kelvin
dV_123 = -65.3385 kelvin
dV_123 = -16.288 kelvin
dV_123 = -4.8258 kelvin
dV_123 = -1.6872 kelvin
dV_123 = -0.6843 kelvin
dV_123 = -0.3116 kelvin
dV_123 = -0.1541 kelvin
dV_123 = -0.0811 kelvin
dV_123 = -0.0451 kelvin
dV_123 = -0.0156 kelvin
dV_123 = 207.4384 kelvin
dV_123 = 37.2531 kelvin
dV_123 = 9.7343 kelvin
dV_123 = 3.3342 kelvin
dV_123 = 1.3683 kelvin
dV_123 = 0.633 kelvin
dV_123 = 0.318 kelvin
dV_123 = 0.1698 kelvin
dV_123 = 0.0947 kelvin
dV_123 = 0.0329 kelvin
dV_123 = 72.398 kelvin
dV_123 = 5.1062 kelvin
dV_123 = 2.0259 kelvin
dV_123 = 1.1194 kelvin
dV_123 = 0.5395 kelvin
dV_123 = 0.2548 kelvin
dV_123 = 0.1243 kelvin
dV_123 = 0.0629 kelvin
dV_123 = 0.0338 kelvin
dV_123 = 0.0188 kelvin
dV_123 = 0.0105 kelvin
dV_123 = 0.0038 kelvin
dV_123 = -116.9947 kelvin
dV_123 = 12.5453 kelvin
dV_123 = 6.7777 kelvin
dV_123 = 2.6853 kelvin
dV_123 = 1.0562 kelvin
dV_123 = 0.4374 kelvin
dV_123 = 0.1939 kelvin
dV_123 = 0.0919 kelvin
dV_123 = 0.0465 kelvin
dV_123 = 0.0247 kelvin
dV_123 = 0.0135 kelvin
dV_123 = 0.0046 kelvin
dV_123 = -37.432 kelvin
dV_123 = -15.6331 kelvin
dV_123 = -5.0062 kelvin
dV_123 = -1.7994 kelvin
dV_123 = -0.7476 kelvin
dV_123 = -0.341 kelvin
dV_123 = -0.1669 kelvin
dV_123 = -0.0866 kelvin
dV_123 = -0.047 kelvin
dV_123 = -0.027 kelvin
dV_123 = -0.0092 kelvin
dV_123 = 410.5205 kelvin
dV_123 = 48.3451 kelvin
dV_123 = 14.9531 kelvin
dV_123 = 5.809 kelvin
dV_123 = 2.1612 kelvin
dV_123 = 0.8276 kelvin
dV_123 = 0.3383 kelvin
dV_123 = 0.1489 kelvin
dV_123 = 0.0699 kelvin
dV_123 = 0.035 kelvin
dV_123 = 0.0183 kelvin
dV_123 = 0.0058 kelvin
dV_123 = 43.9503 kelvin
dV_123 = 32.2258 kelvin
dV_123 = 14.3396 kelvin
dV_123 = 6.0721 kelvin
dV_123 = 2.3209 kelvin
dV_123 = 0.8903 kelvin
dV_123 = 0.3592 kelvin
dV_123 = 0.1549 kelvin
dV_123 = 0.071 kelvin
dV_123 = 0.0351 kelvin
dV_123 = 0.0181 kelvin
dV_123 = 0.0056 kelvin
dV_123 = 80.9213 kelvin
dV_123 = -45.2162 kelvin
dV_123 = -14.7559 kelvin
dV_123 = -4.4215 kelvin
dV_123 = -1.5467 kelvin
dV_123 = -0.6071 kelvin
dV_123 = -0.2589 kelvin
dV_123 = -0.1189 kelvin
dV_123 = -0.0576 kelvin
dV_123 = -0.0299 kelvin
dV_123 = -0.0092 kelvin
dV_123 = -168.7924 kelvin
dV_123 = -34.7239 kelvin
dV_123 = -7.4983 kelvin
dV_123 = -1.9873 kelvin
dV_123 = -0.6581 kelvin
dV_123 = -0.2617 kelvin
dV_123 = -0.1179 kelvin
dV_123 = -0.0578 kelvin
dV_123 = -0.0302 kelvin
dV_123 = -0.0093 kelvin
dV_123 = -173.5063 kelvin
dV_123 = -39.6243 kelvin
dV_123 = -8.952 kelvin
dV_123 = -2.4407 kelvin
dV_123 = -0.8268 kelvin
dV_123 = -0.3355 kelvin
dV_123 = -0.1536 kelvin
dV_123 = -0.076 kelvin
dV_123 = -0.04 kelvin
dV_123 = -0.0125 kelvin
dV_123 = 1378.5937 kelvin
dV_123 = 116.6432 kelvin
dV_123 = 17.1548 kelvin
dV_123 = 4.1958 kelvin
dV_123 = 1.4172 kelvin
dV_123 = 0.5926 kelvin
dV_123 = 0.2799 kelvin
dV_123 = 0.142 kelvin
dV_123 = 0.0757 kelvin
dV_123 = 0.0239 kelvin
dV_123 = 30.9773 kelvin
dV_123 = 19.6045 kelvin
dV_123 = 7.8188 kelvin
dV_123 = 2.8905 kelvin
dV_123 = 1.1027 kelvin
dV_123 = 0.4493 kelvin
dV_123 = 0.1968 kelvin
dV_123 = 0.0922 kelvin
dV_123 = 0.0458 kelvin
dV_123 = 0.0241 kelvin
dV_123 = 0.0077 kelvin
dV_123 = -95.6971 kelvin
dV_123 = -0.3108 kelvin
dV_123 = 3.1476 kelvin
dV_123 = 1.5548 kelvin
dV_123 = 0.6415 kelvin
dV_123 = 0.264 kelvin
dV_123 = 0.1135 kelvin
dV_123 = 0.052 kelvin
dV_123 = 0.0248 kelvin
dV_123 = 0.0124 kelvin
dV_123 = 0.0036 kelvin
dV_123 = 407.8915 kelvin
dV_123 = -34.7674 kelvin
dV_123 = -14.5738 kelvin
dV_123 = -4.7516 kelvin
dV_123 = -1.7504 kelvin
dV_123 = -0.7123 kelvin
dV_123 = -0.3122 kelvin
dV_123 = -0.1458 kelvin
dV_123 = -0.0723 kelvin
dV_123 = -0.0376 kelvin
dV_123 = -0.0117 kelvin
dV_123 = 282.2989 kelvin
dV_123 = 53.1581 kelvin
dV_123 = 17.1823 kelvin
dV_123 = 6.2085 kelvin
dV_123 = 2.3721 kelvin
dV_123 = 0.9803 kelvin
dV_123 = 0.4405 kelvin
dV_123 = 0.2135 kelvin
dV_123 = 0.11 kelvin
dV_123 = 0.0599 kelvin
dV_123 = 0.0201 kelvin
dV_123 = 275.9857 kelvin
dV_123 = 54.7096 kelvin
dV_123 = 18.0615 kelvin
dV_123 = 6.5818 kelvin
dV_123 = 2.5269 kelvin
dV_123 = 1.0471 kelvin
dV_123 = 0.4709 kelvin
dV_123 = 0.2282 kelvin
dV_123 = 0.1178 kelvin
dV_123 = 0.0642 kelvin
dV_123 = 0.0216 kelvin
dV_123 = -195.0264 kelvin
dV_123 = -42.8417 kelvin
dV_123 = -12.6475 kelvin
dV_123 = -4.5988 kelvin
dV_123 = -1.9144 kelvin
dV_123 = -0.8702 kelvin
dV_123 = -0.4246 kelvin
dV_123 = -0.2202 kelvin
dV_123 = -0.1201 kelvin
dV_123 = -0.0406 kelvin
dV_123 = -20.1076 kelvin
dV_123 = -5.1047 kelvin
dV_123 = -1.738 kelvin
dV_123 = -0.7359 kelvin
dV_123 = -0.3557 kelvin
dV_123 = -0.186 kelvin
dV_123 = -0.1023 kelvin
dV_123 = -0.0354 kelvin
dV_123 = -19.9379 kelvin
dV_123 = -4.9838 kelvin
dV_123 = -1.6646 kelvin
dV_123 = -0.6974 kelvin
dV_123 = -0.3363 kelvin
dV_123 = -0.1761 kelvin
dV_123 = -0.097 kelvin
dV_123 = -0.0338 kelvin
dV_123 = 30.4735 kelvin
dV_123 = 5.9597 kelvin
dV_123 = 1.9273 kelvin
dV_123 = 0.8531 kelvin
dV_123 = 0.4422 kelvin
dV_123 = 0.2454 kelvin
dV_123 = 0.1414 kelvin
dV_123 = 0.0507 kelvin
dV_123 = 262.8631 kelvin
dV_123 = 52.0675 kelvin
dV_123 = 16.7916 kelvin
dV_123 = 5.9854 kelvin
dV_123 = 2.2709 kelvin
dV_123 = 0.9353 kelvin
dV_123 = 0.4199 kelvin
dV_123 = 0.2035 kelvin
dV_123 = 0.1051 kelvin
dV_123 = 0.0575 kelvin
dV_123 = 0.0196 kelvin
dV_123 = 382.6646 kelvin
dV_123 = 68.3083 kelvin
dV_123 = 21.1516 kelvin
dV_123 = 7.434 kelvin
dV_123 = 2.8185 kelvin
dV_123 = 1.1653 kelvin
dV_123 = 0.5246 kelvin
dV_123 = 0.2549 kelvin
dV_123 = 0.1322 kelvin
dV_123 = 0.072 kelvin
dV_123 = 0.0241 kelvin
dV_123 = -208.0065 kelvin
dV_123 = -43.9413 kelvin
dV_123 = -12.3953 kelvin
dV_123 = -4.4181 kelvin
dV_123 = -1.8327 kelvin
dV_123 = -0.8349 kelvin
dV_123 = -0.4089 kelvin
dV_123 = -0.2128 kelvin
dV_123 = -0.1164 kelvin
dV_123 = -0.0396 kelvin
dV_123 = 3.1991 kelvin
dV_123 = -11.1645 kelvin
dV_123 = -1.9733 kelvin
dV_123 = -0.415 kelvin
dV_123 = -0.1946 kelvin
dV_123 = -0.1268 kelvin
dV_123 = -0.0819 kelvin
dV_123 = -0.0512 kelvin
dV_123 = -0.0311 kelvin
dV_123 = -0.0189 kelvin
dV_123 = -0.0077 kelvin
dV_123 = -152.3663 kelvin
dV_123 = 27.7593 kelvin
dV_123 = 9.143 kelvin
dV_123 = 3.4082 kelvin
dV_123 = 1.3172 kelvin
dV_123 = 0.5218 kelvin
dV_123 = 0.2179 kelvin
dV_123 = 0.0969 kelvin
dV_123 = 0.0463 kelvin
dV_123 = 0.0232 kelvin
dV_123 = 0.0123 kelvin
dV_123 = 0.0043 kelvin
dV_123 = 19.8303 kelvin
dV_123 = 6.8397 kelvin
dV_123 = 2.506 kelvin
dV_123 = 0.9947 kelvin
dV_123 = 0.4366 kelvin
dV_123 = 0.2084 kelvin
dV_123 = 0.1059 kelvin
dV_123 = 0.0567 kelvin
dV_123 = 0.0319 kelvin
dV_123 = 0.011 kelvin
dV_123 = -45.5517 kelvin
dV_123 = -18.9469 kelvin
dV_123 = -7.3646 kelvin
dV_123 = -2.8892 kelvin
dV_123 = -1.2052 kelvin
dV_123 = -0.5423 kelvin
dV_123 = -0.2621 kelvin
dV_123 = -0.1351 kelvin
dV_123 = -0.0733 kelvin
dV_123 = -0.0245 kelvin
dV_123 = -312.3276 kelvin
dV_123 = 14.2437 kelvin
dV_123 = 9.0465 kelvin
dV_123 = 3.5493 kelvin
dV_123 = 1.3552 kelvin
dV_123 = 0.5352 kelvin
dV_123 = 0.2245 kelvin
dV_123 = 0.1009 kelvin
dV_123 = 0.0478 kelvin
dV_123 = 0.0244 kelvin
dV_123 = 0.0133 kelvin
dV_123 = 0.0047 kelvin
dV_123 = -18.7297 kelvin
dV_123 = -7.6795 kelvin
dV_123 = -2.9745 kelvin
dV_123 = -1.2348 kelvin
dV_123 = -0.5548 kelvin
dV_123 = -0.2686 kelvin
dV_123 = -0.1385 kelvin
dV_123 = -0.0755 kelvin
dV_123 = -0.0257 kelvin
dV_123 = 81.9567 kelvin
dV_123 = 4.2143 kelvin
dV_123 = -1.0477 kelvin
dV_123 = -1.0722 kelvin
dV_123 = -0.6323 kelvin
dV_123 = -0.3287 kelvin
dV_123 = -0.169 kelvin
dV_123 = -0.0892 kelvin
dV_123 = -0.0489 kelvin
dV_123 = -0.0278 kelvin
dV_123 = -0.0164 kelvin
dV_123 = -0.0062 kelvin
dV_123 = 74.8875 kelvin
dV_123 = 12.013 kelvin
dV_123 = 2.13 kelvin
dV_123 = 0.447 kelvin
dV_123 = 0.1321 kelvin
dV_123 = 0.0539 kelvin
dV_123 = 0.0252 kelvin
dV_123 = 0.0123 kelvin
dV_123 = 0.0063 kelvin
dV_123 = 0.0018 kelvin
dV_123 = 544.2013 kelvin
dV_123 = 37.8814 kelvin
dV_123 = 3.2124 kelvin
dV_123 = 0.1771 kelvin
dV_123 = -0.1129 kelvin
dV_123 = -0.1038 kelvin
dV_123 = -0.0707 kelvin
dV_123 = -0.0453 kelvin
dV_123 = -0.0292 kelvin
dV_123 = -0.0127 kelvin
dV_123 = 49.8683 kelvin
dV_123 = 16.7949 kelvin
dV_123 = 6.4568 kelvin
dV_123 = 2.5655 kelvin
dV_123 = 1.085 kelvin
dV_123 = 0.4948 kelvin
dV_123 = 0.2423 kelvin
dV_123 = 0.126 kelvin
dV_123 = 0.069 kelvin
dV_123 = 0.0233 kelvin
dV_123 = 7.4707 kelvin
dV_123 = -9.695 kelvin
dV_123 = -3.4214 kelvin
dV_123 = -1.2551 kelvin
dV_123 = -0.5462 kelvin
dV_123 = -0.2724 kelvin
dV_123 = -0.147 kelvin
dV_123 = -0.0832 kelvin
dV_123 = -0.0487 kelvin
dV_123 = -0.0179 kelvin
dV_123 = -2.0863 kelvin
dV_123 = -0.6427 kelvin
dV_123 = -0.2758 kelvin
dV_123 = -0.1202 kelvin
dV_123 = -0.0532 kelvin
dV_123 = -0.0245 kelvin
dV_123 = -0.012 kelvin
dV_123 = -0.0035 kelvin
dV_123 = -106.131 kelvin
dV_123 = -43.1466 kelvin
dV_123 = -13.5183 kelvin
dV_123 = -4.5941 kelvin
dV_123 = -1.7894 kelvin
dV_123 = -0.7765 kelvin
dV_123 = -0.365 kelvin
dV_123 = -0.1829 kelvin
dV_123 = -0.0965 kelvin
dV_123 = -0.0531 kelvin
dV_123 = -0.0183 kelvin
dV_123 = 242.3816 kelvin
dV_123 = 0.0199 kelvin
dV_123 = -6.0545 kelvin
dV_123 = -2.8692 kelvin
