TB,	Energy
-0.01121615	-0.0110534466472
0.03117941	0.0397465716192
-0.01095548	-0.0104623030883
0.00560215	0.00720634422191
-0.01333169	-0.013276342114
-0.00572872	-0.00692395208098
-0.01070162	-0.011304571592
-0.00083502	-0.00139009404302
0.00353519	0.00373049867924
-0.07901179	-0.0835100771446
-0.00534650	-0.00644143920827
-0.00498917	-0.00578906114478
-0.01160315	-0.0114119863863
-0.01344450	-0.0136095111591
-0.03892629	-0.0366878806665
-4.73435510	-4.76574390377
-0.00944826	-0.0101058302228
0.00037025	0.000463496472094
-0.01807143	-0.0183370368617
0.00007704	0.00598452794507
0.03504645	0.0291077031447
-0.08650780	-0.0872518505588
-0.01204495	-0.0107252480097
-0.02990702	-0.0275409153656
-0.10874965	-0.0775502229721
0.00482635	0.00430193716687
-0.00316409	-0.00312530163963
0.00063380	0.000420811974241
0.01485075	0.0153400868772
-0.00224354	-0.00253065067617
-0.00257085	-0.00326592396898
-0.00541732	-0.00594428120259
-0.01612349	-0.0146401034895
-0.00663360	-0.00796913097954
-0.09149913	-0.091422819941
-0.00681927	-0.00630387115681
-0.21532598	-0.209332299994
-0.00904822	-0.00921520151876
-0.01198405	-0.0107609373819
-0.00914894	-0.00666246215573
0.00995788	0.00907482321565
-0.03345573	-0.0320370987352
-2.82147917	-2.91770963262
-0.00607266	-0.00621230268721
-0.68103134	-0.65018916572
-0.00199328	-0.00261554705219
-0.02120992	-0.0199201621774
0.00172758	0.00143991639016
-0.01706271	-0.015930323757
-0.00089196	-0.0122265391
-0.00512459	-0.00582450605943
-0.07542241	-0.0682051015907
-0.03184036	-0.0326039239501
0.02722384	0.026736860803
-0.01825554	-0.0176287432096
-0.04525507	-0.0432459388023
-0.00506226	-0.00612835029464
-0.00630163	-0.00743511026714
0.00354272	0.00234042844106
-0.00542833	-0.00664727740055
-0.04154834	-0.0392114165784
-0.20329982	-0.193221001254
0.00145590	0.00109542116567
-0.00474572	-0.00558115287862
-0.01514935	-0.0154381804785
0.01009761	0.00917590937685
-0.09316246	-0.0838704670692
0.00035781	-4.00299544335e-05
-0.00855223	-0.00914389225487
-0.07025260	-0.066486036368
-0.00326662	-0.00358762264977
0.00382349	0.00467528930065
-0.18831317	-0.176893488316
-0.00848308	-0.00601673494315
-0.13089675	-0.128953792548
-0.01295784	-0.0129188640299
-0.00669150	0.00176902520032
0.00184170	0.00164781772446
0.00174002	0.00145927441834
0.00510234	0.00472151461757
-0.00268952	-0.00314639152756
-0.02652484	-0.0167693177422
0.01130228	0.0125903445017
-0.00718414	-0.0114086230164
-0.00962591	-0.00969107463608
-0.73121050	-0.717404665991
-0.00537151	-0.00656009135004
-0.00480530	-0.00562862759231
-0.02171751	-0.0209691390646
0.05325306	0.0928976635768
-0.01032036	-0.00475678560752
-0.03499548	-0.0353705074092
-0.08526353	-0.0838290517667
-0.01016867	-0.00915844052444
0.00193741	0.00164944625671
-0.02919654	-0.0222586440766
-0.00639243	-0.00723173840321
-0.00127358	-0.00194015729153
0.00327056	0.00366550446817
0.00295067	0.00255050698398
0.02502648	0.0346473078161
-0.01067399	-0.0105685840094
-0.00234642	-0.00305873818431
-0.00021533	-0.000657599312422
-0.00961957	-0.0104174275343
-0.00196157	-0.00693672468746
-3.11760733	-3.05442228472
-0.00538538	-0.0049505034747
-0.01262958	-0.0100377818318
0.03972003	0.0234771756106
-0.01221805	-0.0124428793859
-0.00532593	-0.00626346533151
0.00411515	0.00376573464406
0.01786889	0.0211164864577
-0.00810421	-0.00841637318077
-0.01203621	-0.0122417678361
-0.00959193	-0.00994902443261
0.00732566	0.00983818189618
-0.00436338	-0.00487113030417
-5.19773329	-5.2621781994
-0.07420338	-0.0765821450471
-0.18621139	-0.17696925829
-0.25920412	-0.250382874012
-0.04655904	-0.0446151605514
-0.01087808	-0.0102359245904
-0.00301982	-0.00303671650393
-0.00562799	-0.00615734114439
-0.07383731	-0.0734302395159
-0.00156344	-0.00213485120651
0.00002369	-0.000286315066329
0.00039263	0.000884646942515
-0.00598820	-0.0071400950024
-0.00383594	-0.00489662354
-0.05043433	-0.0499250797103
-0.01103515	-0.0107878027127
0.00276178	0.00303422481001
-0.05682820	-0.0531537118716
-0.01307843	-0.0152350636237
-1.45350570	-1.45182477759
-2.88214402	-2.95847344134
0.06646750	0.0880699266805
-0.66751243	-0.727742233297
-1.11960353	-1.10089851824
-0.07208677	-0.0619950665435
0.00423442	0.00574740316979
-0.00011712	0.000383750253182
-0.03794006	-0.0366138206776
0.00356749	0.0043302781903
-0.00593831	-0.00699580666247
-0.00357514	-0.0037607623451
-0.00025673	-0.000142863461826
-0.00508571	-0.00603356528781
0.00319795	0.00376008600551
-0.04006600	-0.0407281237115
-0.00590793	-0.00677583940652
-0.00689559	-0.0065802722558
-0.01765476	-0.0163393729384
-0.03154224	-0.0298251673475
-4.53848179	-4.19223529759
-0.23784346	-0.227824251509
0.00728164	0.00888375138464
-0.01314530	-0.0133268778721
-0.00816403	-0.0036270890797
0.00242035	0.00347350516913
-0.04923744	-0.0454591944077
0.03662831	0.064516270265
-0.00163295	-0.00141170577228
0.00465432	0.00398735664313
-0.27278332	-0.261388765938
-0.02924499	-0.026104159782
-0.01129714	-0.0105482614556
-0.01524146	-0.0145356567989
-0.00541182	-0.00502644684689
0.00025062	-0.000223752078038
-0.09673413	-0.0818721144548
-0.35972705	-0.338606318141
-0.59639479	-0.590587364984
0.00995334	0.0129165262907
-0.04854825	-0.0468887400815
-0.05300099	-0.0494857681838
0.01427437	0.0315755647789
-0.02539171	-0.0210637982373
-0.01818555	-0.0176068095011
-0.04813062	-0.0452129997861
0.01158030	0.00933272768866
0.00561603	0.00513392511313
-0.00230001	-0.00426909131714
-0.02233731	-0.0212900716866
-0.00915493	-0.0096393495395
-0.00090069	-0.00150994566067
-0.00724073	-0.00660377478887
-0.00447416	-0.00501295568833
-0.01170137	-0.0119206840953
-0.01037025	-0.0105209965219
-0.32083869	-0.310109497363
-0.00066945	0.000732226445829
-0.03625471	-0.034651060868
0.02102246	0.0157621109411
0.00675491	0.0120196270437
-0.00771769	-0.00888295162343
-0.03212604	-0.0326074259975
0.00088538	0.00161794320748
-0.00526396	-0.00299407031676
-0.00570647	-0.00682707206057
-0.01109030	-0.0118173842759
-0.04704533	-0.0453808734278
-0.02692967	-0.0203497070594
-0.00438241	-0.00531522645794
-0.00074434	-0.00160291884285
-0.00852208	-0.00856001454304
-0.00629146	-0.00581052165079
-0.00741622	-0.00797453686115
0.00322810	0.00342890692176
0.02584690	0.0313110584533
0.00250649	0.00303721259171
-0.00040734	-0.000969719278793
-1.31273349	-1.26525538199
0.01460443	0.016321210764
-0.00802083	-0.00920128894723
-0.00603665	-0.00663250927876
-0.11181409	-0.1075722535
-0.00941213	-0.0098814139428
-0.00759842	-0.00787845151113
0.00528549	0.00671672730747
0.00164120	0.00388355441285
-1.87967573	-1.90291936131
-0.01117177	-0.0118861756926
-0.00749637	-0.00421902180566
-0.03809773	-0.0388274686719
-0.00078752	-0.00136941880229
-1.89608825	-2.16104947019
0.00032085	-0.000459855893574
-0.09714710	-0.0834016043165
-0.03157742	-0.0262049097233
-0.02175424	-0.0197537288276
-0.00436255	-0.00516814987397
-0.00550513	-0.00661519824189
0.00095692	0.00393040875594
-0.01386954	-0.0141957412982
-0.00571724	-0.00664803034541
-0.00602146	-0.00672769105342
-0.00421445	-0.00268199381557
0.00422067	0.00651039617108
-0.02225848	-0.0212502605611
-0.01309219	-0.0127843341643
-0.03657807	-0.0353997700529
0.00092677	0.000606865325296
-0.01374309	-0.0125519149669
-0.00152038	-0.00129816045023
-0.04219841	-0.00918427233519
-0.04230488	-0.0426411041789
0.01495662	0.0299473061965
-1.95227319	-2.02571127052
-0.28910468	-0.203817933913
0.02171799	0.0318220315496
-0.00413908	-0.00501906422859
-0.00410893	-0.00479250708715
0.00557763	0.0223019846534
-0.06686527	-0.06539482475
-0.01308034	-0.0128563780078
-0.00687932	-0.00678736109697
-0.02995499	-0.0300955203286
0.00517208	0.00698113503732
-0.00199651	-0.00268983876051
-0.00053738	-0.000219621619768
-0.00651062	-0.0069386270438
0.02869995	0.0257018861642
0.00966240	0.00970421323394
-0.14984495	-0.138587844391
0.00318778	0.00324098764648
-0.00144585	-0.00209309142202
-0.02057839	0.00115584864874
0.00178512	0.00344968912884
-0.12255148	-0.117537914116
-0.00240396	-0.00309905518188
-0.00168391	-0.00210586953504
-0.00559498	-0.00662641130336
0.00237573	0.00289734301263
-0.00371535	-0.00469492527728
-0.00048366	-0.00102437475139
-0.02111709	-0.0216068324739
-0.00087414	-0.00145782703082
0.00186419	0.00198052868323
-0.01005478	-0.0108341537178
-0.15173139	-0.163472192898
-0.05730576	-0.0896823554698
-0.01618749	-0.0159948279696
