QM Energy	FF Energy
      0.00242576      0.00186118
     0.000396207    -0.000197675
     -0.00248445      -0.0027618
     -0.00167816     -0.00178606
      0.00210411      0.00204288
      0.00538719      0.00423583
     0.000217511    -0.000218677
      0.00676837       0.0052044
      0.00230131      0.00174209
     -0.00264535     -0.00256247
      0.00340978      0.00396407
      0.00115712     0.000920928
      0.00239038      0.00379576
     -0.00145322     -0.00142316
      0.00167568      0.00188761
    -0.000685248     -0.00111621
     -0.00128816     -0.00131859
       0.0024093      0.00220527
      -0.0019127     -0.00187396
       0.0019155      0.00177737
     -0.00171536     -0.00170498
    -0.000581788    -0.000875101
      -0.0008369    -0.000775223
     -0.00230501     -0.00244732
     -0.00258078     -0.00253775
     -0.00129653     -0.00133626
     -0.00150258     -0.00147127
       0.0121921      0.00965951
    -0.000351098    -0.000644472
    -0.000582914    -0.000576091
     -0.00143894     -0.00142285
      0.00756645      0.00597801
     -0.00124503     -0.00133554
     -0.00104569      -0.0011215
     -0.00302669     -0.00295911
    -0.000931421    -0.000942898
     -0.00122477     -0.00120239
      0.00629907      0.00567987
      0.00331497      0.00294183
     0.000744637     0.000473541
      0.00468594      0.00497874
     -0.00179248     -0.00166017
      0.00128462     0.000938711
    -0.000877065    -0.000892761
       0.0094958       0.0114851
      -0.0018322     -0.00160232
    -0.000756094    -0.000812899
     -0.00147029     -0.00144689
     -0.00149319      -0.0014665
    -0.000577462    -0.000586396
     0.000372972     0.000402384
     -0.00129164     -0.00141415
      -0.0016966     -0.00171844
     -0.00193297      -0.0020423
     -0.00100953     -0.00161154
    -0.000753072    -0.000808467
     -0.00161042     -0.00157178
    -0.000701536    -0.000652931
      -0.0016689     -0.00152675
      0.00326358      0.00143272
    -0.000784234    -0.000862504
     -0.00184427     -0.00187168
     -0.00127578     -0.00138311
     0.000244848     0.000175607
     -0.00197535     -0.00223141
     -0.00213929      -0.0020481
    -0.000172639    -0.000488409
      0.00221525      0.00145336
     -0.00252574     -0.00234544
    -0.000214805    -0.000258246
     -0.00199981     -0.00212048
      0.00101723      0.00140962
     -0.00122042     -0.00119262
      0.00115642      0.00142899
      0.00565484      0.00637376
     -0.00138042      -0.0013246
     -0.00229462     -0.00208049
      0.00019935    -0.000209739
     -0.00123884     -0.00123659
      -0.0011185      -0.0011374
      0.00134369     0.000653488
      -0.0011099     -0.00161696
    -0.000900609    -0.000908657
       0.0055042      0.00493728
    -0.000370544    -0.000970717
     -0.00211299     -0.00211585
